Tutor Name, Course Name, Timeslot
Tutor 355,Galois Theory,28
Tutor 355,Galois Theory,29
Tutor 355,Honours Algebra,66
Tutor 355,Honours Algebra,67
Tutor 355,Honours Algebra,72
Tutor 355,Honours Algebra,73
Tutor 355,Research Skills for Financial Mathematics,1
Tutor 355,Research Skills for Financial Mathematics,2
Tutor 355,Statistical Computing,39
Tutor 355,Statistical Computing,40
Tutor 355,Statistical Computing,41
Tutor 355,Statistical Computing,42
Tutor 355,Classical Mechanics for Mathematicians,62
Tutor 355,Classical Mechanics for Mathematicians,63
Tutor 355,Multivariate Data Analysis,79
Tutor 355,Multivariate Data Analysis,80
Tutor 355,Statistical Computing,39
Tutor 355,Statistical Computing,40
Tutor 355,Statistical Computing,41
Tutor 355,Statistical Computing,42
Tutor 355,Topics in Applied Operational Research,49
Tutor 355,Topics in Applied Operational Research,50
Tutor 355,Topics in Applied Operational Research,51
Tutor 355,Topics in Applied Operational Research,52
Tutor 385,Applied Dynamical Systems,22
Tutor 385,Applied Dynamical Systems,23
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 385,Galois Theory,28
Tutor 385,Galois Theory,29
Tutor 385,Statistical Computing,39
Tutor 385,Statistical Computing,40
Tutor 385,Statistical Computing,41
Tutor 385,Statistical Computing,42
Tutor 375,Fundamentals of Pure Mathematics,62
Tutor 375,Fundamentals of Pure Mathematics,63
Tutor 375,Honours Algebra,66
Tutor 375,Honours Algebra,67
Tutor 375,Honours Algebra,72
Tutor 375,Honours Algebra,73
Tutor 375,Statistical Computing,39
Tutor 375,Statistical Computing,40
Tutor 375,Statistical Computing,41
Tutor 375,Statistical Computing,42
Tutor 375,Topics in Applied Operational Research,49
Tutor 375,Topics in Applied Operational Research,50
Tutor 375,Topics in Applied Operational Research,51
Tutor 375,Topics in Applied Operational Research,52
Tutor 26,Applied Statistics,87
Tutor 26,Applied Statistics,88
Tutor 26,Fundamentals of Pure Mathematics,62
Tutor 26,Fundamentals of Pure Mathematics,63
Tutor 26,Fundamentals of Pure Mathematics,64
Tutor 26,Fundamentals of Pure Mathematics,65
Tutor 26,Honours Algebra,66
Tutor 26,Honours Algebra,67
Tutor 26,Honours Algebra,72
Tutor 26,Honours Algebra,73
Tutor 26,Numerical Partial Differential Equations,39
Tutor 26,Numerical Partial Differential Equations,40
Tutor 42,Classical Mechanics for Mathematicians,62
Tutor 42,Classical Mechanics for Mathematicians,63
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 42,Honours Complex Variables,7
Tutor 42,Honours Complex Variables,8
Tutor 42,Honours Complex Variables,9
Tutor 42,Honours Complex Variables,10
Tutor 42,Incomplete Data Analysis,74
Tutor 42,Incomplete Data Analysis,75
Tutor 42,Numerical Partial Differential Equations,39
Tutor 42,Numerical Partial Differential Equations,40
Tutor 395,Functional Analysis,32
Tutor 395,Functional Analysis,33
Tutor 395,Research Skills for Financial Mathematics,1
Tutor 395,Research Skills for Financial Mathematics,2
Tutor 395,Risk-Neutral Asset Pricing,77
Tutor 395,Risk-Neutral Asset Pricing,78
Tutor 405,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 405,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 405,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 405,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 405,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 405,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 405,Financial Mathematics,81
Tutor 405,Financial Mathematics,82
Tutor 405,Financial Mathematics,83
Tutor 405,Financial Mathematics,84
Tutor 405,Honours Algebra,66
Tutor 405,Honours Algebra,67
Tutor 405,Honours Algebra,72
Tutor 405,Honours Algebra,73
Tutor 405,Numerical Partial Differential Equations,39
Tutor 405,Numerical Partial Differential Equations,40
Tutor 56,Algebraic Geometry,83
Tutor 56,Algebraic Geometry,84
Tutor 56,Applied Statistics,87
Tutor 56,Applied Statistics,88
Tutor 56,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 56,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 56,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 56,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 56,Topics in Applied Operational Research,49
Tutor 56,Topics in Applied Operational Research,50
Tutor 56,Topics in Applied Operational Research,51
Tutor 56,Topics in Applied Operational Research,52
Tutor 56,Fundamentals of Pure Mathematics,62
Tutor 56,Fundamentals of Pure Mathematics,63
Tutor 56,Fundamentals of Pure Mathematics,64
Tutor 56,Fundamentals of Pure Mathematics,65
Tutor 56,Honours Algebra,66
Tutor 56,Honours Algebra,67
Tutor 56,Honours Algebra,72
Tutor 56,Honours Algebra,73
Tutor 56,Honours Complex Variables,7
Tutor 56,Honours Complex Variables,8
Tutor 56,Honours Complex Variables,9
Tutor 56,Honours Complex Variables,10
Tutor 56,Numerical Ordinary Differential Equations and Applications,15
Tutor 56,Numerical Ordinary Differential Equations and Applications,16
Tutor 56,Numerical Ordinary Differential Equations and Applications,17
Tutor 56,Numerical Ordinary Differential Equations and Applications,18
Tutor 56,Research Skills for Computational Applied Mathematics,70
Tutor 56,Research Skills for Computational Applied Mathematics,71
Tutor 57,Fundamentals of Pure Mathematics,62
Tutor 57,Fundamentals of Pure Mathematics,63
Tutor 57,Fundamentals of Pure Mathematics,64
Tutor 57,Fundamentals of Pure Mathematics,65
Tutor 57,Nonlinear Optimization - Comp Lab,79
Tutor 57,Nonlinear Optimization - Comp Lab,80
Tutor 57,Numerical Partial Differential Equations,39
Tutor 57,Numerical Partial Differential Equations,40
Tutor 57,Topics in Applied Operational Research,49
Tutor 57,Topics in Applied Operational Research,50
Tutor 57,Topics in Applied Operational Research,51
Tutor 57,Topics in Applied Operational Research,52
Tutor 109,Fundamentals of Pure Mathematics,62
Tutor 109,Fundamentals of Pure Mathematics,63
Tutor 109,Honours Complex Variables - Skills,30
Tutor 109,Honours Complex Variables - Skills,31
Tutor 109,Honours Complex Variables - Skills,32
Tutor 109,Honours Complex Variables - Skills,33
Tutor 109,Honours Complex Variables - Skills,43
Tutor 109,Honours Complex Variables - Skills,44
Tutor 109,Honours Complex Variables - Skills,45
Tutor 109,Honours Complex Variables - Skills,46
Tutor 109,Incomplete Data Analysis,74
Tutor 109,Incomplete Data Analysis,75
Tutor 109,Nonlinear Optimization - Comp Lab,79
Tutor 109,Nonlinear Optimization - Comp Lab,80
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 401,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 401,Financial Mathematics,81
Tutor 401,Financial Mathematics,82
Tutor 401,Financial Mathematics,85
Tutor 401,Financial Mathematics,86
Tutor 401,Honours Complex Variables,7
Tutor 401,Honours Complex Variables,8
Tutor 401,Nonlinear Optimization - Comp Lab,79
Tutor 401,Nonlinear Optimization - Comp Lab,80
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 394,Fundamentals of Pure Mathematics,62
Tutor 394,Fundamentals of Pure Mathematics,63
Tutor 394,Incomplete Data Analysis,74
Tutor 394,Incomplete Data Analysis,75
Tutor 394,Large Scale Optimization for Data Science,72
Tutor 394,Large Scale Optimization for Data Science,73
Tutor 394,Multivariate Data Analysis,79
Tutor 394,Multivariate Data Analysis,80
Tutor 394,Multivariate Data Analysis,89
Tutor 394,Multivariate Data Analysis,90
Tutor 393,Fundamentals of Pure Mathematics,62
Tutor 393,Fundamentals of Pure Mathematics,63
Tutor 393,Maths in Action A,28
Tutor 393,Maths in Action A,29
Tutor 393,Maths in Action A,30
Tutor 393,Maths in Action A,31
Tutor 393,Multivariate Data Analysis,79
Tutor 393,Multivariate Data Analysis,80
Tutor 393,Multivariate Data Analysis,89
Tutor 393,Multivariate Data Analysis,90
Tutor 393,Operational Research in the Energy Industry ,64
Tutor 393,Operational Research in the Energy Industry ,65
Tutor 393,Time Series,47
Tutor 393,Time Series,48
Tutor 393,Time Series,49
Tutor 393,Time Series,50
Tutor 289,Calculus & its Applications ,20
Tutor 289,Calculus & its Applications ,21
Tutor 289,Calculus & its Applications ,22
Tutor 289,Honours Complex Variables,7
Tutor 289,Honours Complex Variables,8
Tutor 289,Honours Complex Variables,9
Tutor 289,Honours Complex Variables,10
Tutor 289,Numerical Ordinary Differential Equations and Applications,15
Tutor 289,Numerical Ordinary Differential Equations and Applications,16
Tutor 289,Numerical Ordinary Differential Equations and Applications,17
Tutor 289,Numerical Ordinary Differential Equations and Applications,18
Tutor 289,Numerical Probability and Monte Carlo ,32
Tutor 289,Numerical Probability and Monte Carlo ,33
Tutor 289,Numerical Probability and Monte Carlo ,34
Tutor 289,Numerical Probability and Monte Carlo ,35
Tutor 289,Research Skills for Financial Mathematics,1
Tutor 289,Research Skills for Financial Mathematics,2
Tutor 374,Honours Complex Variables,7
Tutor 374,Honours Complex Variables,8
Tutor 374,Honours Complex Variables,9
Tutor 374,Honours Complex Variables,10
Tutor 374,Incomplete Data Analysis,74
Tutor 374,Incomplete Data Analysis,75
Tutor 374,Operational Research in the Energy Industry ,64
Tutor 374,Operational Research in the Energy Industry ,65
Tutor 374,Statistics (Year 2),70
Tutor 374,Statistics (Year 2),71
Tutor 374,Statistics (Year 2),72
Tutor 374,Statistics (Year 2),73
